Brand,Model,Year,Kilometres_Driven,Fuel_Type,Transmission,Owner_Count,Engine_CC,Mileage_kmpl,Selling_Price
Maruti,Swift,2023,33179,Diesel,Manual,1,1251.8,21.6,285000.0
Kia,Sonet,2016,118084,Diesel,Automatic,2,1168.1,18.2,131000.0
Kia,Carens,2018,99872,Petrol,Manual,2,1527.1,15.5,201000.0
Tata,Tiago,2025,16406,Petrol,Manual,2,1181.6,19.7,362000.0
Maruti,Dzire,2012,171062,Petrol,Manual,3,1183.0,23.2,40000.0
BMW,5 Series,2013,172336,Diesel,Manual,1,1972.2,16.8,370000.0
Audi,Q3,2011,190450,Diesel,Automatic,3,1891.7,16.7,156000.0
Kia,Carens,2021,60153,Petrol,Manual,3,1431.7,17.6,318000.0
Volkswagen,Vento,2019,102755,Petrol,Manual,1,996.0,15.9,177000.0
Maruti,Wagon R,2013,174993,Petrol,Manual,1,955.1,20.4,40000.0
Ford,Figo,2023,32854,Diesel,Manual,1,1135.3,20.1,270000.0
Kia,Carens,2019,78191,Diesel,Automatic,1,1558.9,18.0,310000.0
Kia,Seltos,2020,66420,Petrol,Manual,1,1557.4,15.1,377000.0
Ford,Endeavour,2019,92341,Diesel,Automatic,2,1983.9,12.7,660000.0
Tata,Punch,2024,35775,Petrol,Manual,1,1227.9,20.3,434000.0
Hyundai,i20,2024,26751,Petrol,Manual,1,1199.3,20.8,428000.0
Ford,Figo,2016,128399,Petrol,Manual,3,1202.6,20.3,52000.0
Maruti,Alto,2011,199967,Diesel,Manual,2,789.0,23.7,40000.0
Maruti,Brezza,2023,44116,Petrol,Manual,1,1419.1,18.4,528000.0
Ford,Endeavour,2011,193221,Diesel,Manual,3,1940.5,12.9,133000.0
Mahindra,XUV300,2019,91561,Petrol,Automatic,2,1238.1,16.9,220000.0
Audi,Q3,2024,39654,Petrol,Manual,1,1966.1,16.3,1712000.0
Hyundai,Venue,2025,17350,Petrol,Automatic,1,1012.8,16.6,720000.0
Mahindra,XUV300,2023,25987,Petrol,Manual,1,1145.4,16.6,498000.0
Toyota,Glanza,2020,81957,Petrol,Automatic,1,1236.7,23.8,205000.0
Hyundai,Grand i10,2018,95126,Diesel,Manual,3,1227.1,22.0,96000.0
Maruti,Dzire,2015,137655,Petrol,Automatic,2,1216.4,22.5,70000.0
Kia,Seltos,2017,102906,Diesel,Automatic,2,1535.7,15.9,214000.0
Volkswagen,Vento,2018,116918,Diesel,Manual,2,1035.1,18.9,149000.0
Volkswagen,Taigun,2011,176677,Petrol,Manual,4,992.1,18.3,46000.0
Honda,Amaze,2013,162923,Diesel,Manual,1,1161.9,19.3,55000.0
Toyota,Glanza,2016,123747,Electric,Automatic,3,1226.7,20.7,78000.0
Tata,Punch,2015,147466,Diesel,Automatic,2,1241.9,20.0,77000.0
Volkswagen,Taigun,2023,56173,Petrol,Automatic,1,1019.7,19.8,657000.0
Volkswagen,Polo,2025,11215,Diesel,Automatic,1,995.6,18.5,524000.0
Maruti,Dzire,2014,147473,Petrol,Manual,1,1139.2,25.2,58000.0
Toyota,Urban Cruiser,2017,112704,Diesel,Manual,2,1480.2,20.1,145000.0
Audi,Q5,2023,51768,Diesel,Manual,1,1997.8,14.4,2518000.0
Hyundai,Venue,2015,143392,Diesel,Manual,2,997.4,19.5,86000.0
Mahindra,Thar,2024,28470,Diesel,Automatic,1,2280.5,14.2,1039000.0
Audi,Q3,2025,11775,Electric,Manual,1,2033.2,16.8,2299000.0
BMW,X5,2016,140896,Diesel,Manual,1,3076.5,11.4,856000.0
BMW,5 Series,2014,144752,CNG,Manual,2,1978.4,14.4,381000.0
Mahindra,XUV700,2014,150371,Petrol,Manual,3,2089.3,14.2,133000.0
Toyota,Urban Cruiser,2017,110596,Diesel,Automatic,1,1515.1,20.1,168000.0
Tata,Nexon,2013,156174,Diesel,Manual,2,1251.8,17.9,61000.0
Ford,EcoSport,2017,107907,Petrol,Automatic,3,1467.0,16.1,131000.0
Ford,Endeavour,2012,167572,CNG,Manual,2,2002.0,13.6,139000.0
BMW,X5,2022,52694,Petrol,Automatic,1,2933.0,10.6,2961000.0
Ford,EcoSport,2014,145351,Petrol,Automatic,1,1472.5,17.1,77000.0
Ford,Endeavour,2012,174451,Diesel,Automatic,2,1927.3,12.3,187000.0
BMW,X1,2022,52236,Petrol,Manual,1,2059.3,14.9,1380000.0
Audi,A6,2023,26790,Petrol,Manual,2,2016.6,13.3,2125000.0
Ford,Figo,2023,31525,Petrol,Automatic,1,1192.0,19.8,286000.0
Honda,Civic,2012,169004,Petrol,Automatic,2,1801.5,17.8,101000.0
Maruti,Brezza,2016,140233,Petrol,Manual,1,1469.7,18.3,122000.0
Mahindra,XUV300,2015,150007,Petrol,Manual,1,1236.0,16.3,98000.0
BMW,X1,2018,110970,Petrol,Automatic,3,1962.6,17.0,583000.0
Tata,Tiago,2019,84503,Petrol,Manual,1,1201.6,20.4,137000.0
Kia,Sonet,2011,195832,Petrol,Manual,2,1148.4,18.3,45000.0
Ford,Endeavour,2018,106511,Petrol,Manual,4,1989.6,12.3,410000.0
Ford,Endeavour,2016,140513,Electric,Automatic,2,2061.4,11.6,319000.0
Tata,Nexon,2018,89791,Petrol,Automatic,2,1231.8,15.7,198000.0
Maruti,Swift,2014,154193,Petrol,Manual,2,1229.7,23.8,40000.0
Volkswagen,Vento,2022,59059,Petrol,Automatic,1,1024.1,16.3,397000.0
Kia,Seltos,2015,142942,Petrol,Manual,1,1545.9,16.6,129000.0
Honda,WR-V,2021,65910,Petrol,Manual,1,1429.3,18.0,290000.0
Mahindra,Scorpio-N,2018,107953,CNG,Automatic,3,2135.4,13.9,295000.0
Toyota,Fortuner,2011,181355,Diesel,Manual,4,2703.2,9.7,120000.0
Volkswagen,Polo,2020,84972,CNG,Manual,1,1041.8,16.6,151000.0
BMW,X5,2025,13268,Petrol,Automatic,1,2993.5,10.6,5538000.0
Kia,Seltos,2020,66491,Petrol,Manual,1,1563.1,17.4,359000.0
Audi,A4,2022,59830,Petrol,Manual,2,2062.5,18.8,1300000.0
Ford,EcoSport,2016,120981,Petrol,Manual,3,1439.1,16.6,92000.0
Mahindra,Bolero,2025,13057,CNG,Manual,1,1512.7,16.3,581000.0
Mahindra,Thar,2021,75109,Diesel,Automatic,2,2198.5,15.7,549000.0
Hyundai,Verna,2019,82229,CNG,Manual,1,1538.9,17.1,226000.0
Tata,Safari,2023,29603,Diesel,Automatic,1,1978.9,17.3,1119000.0
Ford,Endeavour,2023,44542,Diesel,Manual,2,2059.6,13.6,1295000.0
Kia,Seltos,2018,97554,Petrol,Automatic,2,1456.1,16.9,236000.0
Kia,Sonet,2020,75831,Diesel,Automatic,1,1179.1,17.9,311000.0
Maruti,Alto,2020,79262,Petrol,Automatic,1,770.7,20.5,106000.0
Volkswagen,Polo,2011,182674,Petrol,Manual,1,1016.9,16.7,40000.0
Hyundai,Verna,2025,2000,Petrol,Automatic,2,1506.3,19.4,786000.0
Ford,Figo,2013,155734,Diesel,Manual,2,1211.7,17.5,40000.0
Kia,Seltos,2023,30026,Petrol,Manual,1,1523.3,17.0,601000.0
Toyota,Urban Cruiser,2021,59324,Petrol,Automatic,1,1421.1,18.8,383000.0
Honda,Amaze,2018,115039,CNG,Manual,3,1251.1,20.1,114000.0
Audi,Q5,2013,161147,Petrol,Manual,1,2039.7,13.1,346000.0
Ford,EcoSport,2024,38604,Petrol,Manual,2,1458.8,17.0,453000.0
Audi,A4,2020,78122,Diesel,Manual,1,1938.8,15.7,1127000.0
Toyota,Glanza,2014,143221,Diesel,Automatic,2,1153.0,21.8,64000.0
Volkswagen,Vento,2013,155681,Electric,Manual,2,992.1,16.9,52000.0
Kia,Carens,2023,35279,Petrol,Manual,1,1447.7,16.2,593000.0
Kia,Seltos,2024,20771,Petrol,Manual,1,1521.2,16.8,729000.0
Honda,WR-V,2021,56371,Petrol,Manual,1,1562.0,16.5,293000.0
Honda,Amaze,2013,153840,Petrol,Manual,1,1233.5,17.9,52000.0
Toyota,Glanza,2016,111129,Diesel,Manual,4,1182.0,22.5,68000.0
Volkswagen,Polo,2025,19727,Petrol,Manual,1,1042.0,16.7,443000.0
Tata,Harrier,2017,112912,Petrol,Manual,2,1961.9,15.2,243000.0
Tata,Safari,2017,107740,Petrol,Manual,1,1928.8,15.8,310000.0
Tata,Tiago,2024,41542,Petrol,Manual,1,1245.3,21.6,317000.0
Ford,Figo,2013,154123,Diesel,Automatic,3,1151.1,18.7,40000.0
Tata,Tiago,2017,106758,Diesel,Manual,1,1258.1,18.6,100000.0
Honda,Amaze,2024,39644,Petrol,Automatic,1,1215.5,20.4,533000.0
Volkswagen,Vento,2012,185317,Petrol,Manual,1,992.0,16.8,47000.0
Tata,Tiago,2017,121847,Petrol,Automatic,1,1245.8,22.0,91000.0
Tata,Harrier,2017,117690,Petrol,Manual,4,1990.0,17.4,190000.0
Kia,Carens,2011,181830,CNG,Automatic,1,1422.4,16.1,58000.0
Kia,Sonet,2018,110283,Diesel,Manual,2,1162.6,17.0,163000.0
Volkswagen,Polo,2012,162849,Petrol,Manual,2,961.7,16.5,40000.0
Audi,A6,2014,161234,Diesel,Automatic,2,2010.5,15.0,403000.0
Tata,Tiago,2014,148237,Diesel,Manual,1,1149.8,20.4,48000.0
Kia,Sonet,2018,108048,Electric,Manual,2,1237.4,18.8,154000.0
Ford,EcoSport,2021,70615,Petrol,Automatic,1,1440.3,15.7,295000.0
Maruti,Brezza,2017,97239,Petrol,Manual,3,1523.2,19.3,133000.0
Toyota,Glanza,2018,106669,Petrol,Manual,3,1138.8,21.5,106000.0
Mahindra,Bolero,2021,75657,Petrol,Automatic,3,1452.1,15.6,259000.0
Ford,Figo,2017,114812,Electric,Manual,2,1238.6,20.3,72000.0
Maruti,Wagon R,2020,61101,Petrol,Automatic,1,1017.4,21.2,155000.0
Tata,Safari,2022,50940,Diesel,Automatic,2,2028.9,16.1,887000.0
Volkswagen,Polo,2023,57688,Diesel,Manual,1,1045.3,16.8,306000.0
Volkswagen,Polo,2022,44881,Diesel,Automatic,2,1046.5,18.1,267000.0
Volkswagen,Vento,2020,92766,Petrol,Manual,2,1038.8,18.7,208000.0
Mahindra,Scorpio-N,2017,112844,Petrol,Manual,3,2196.3,14.1,232000.0
Tata,Nexon,2023,47129,Petrol,Automatic,1,1229.7,16.8,518000.0
Mahindra,Thar,2017,121083,Diesel,Manual,2,2150.3,16.2,210000.0
Maruti,Ertiga,2024,32665,Electric,Manual,1,1447.5,17.5,601000.0
Honda,Amaze,2020,69162,Diesel,Manual,1,1186.6,18.4,236000.0
Ford,Endeavour,2011,204556,Diesel,Manual,2,1921.5,12.1,132000.0
Maruti,Ertiga,2021,60661,Diesel,Manual,1,1442.1,17.5,328000.0
BMW,X1,2014,142470,Diesel,Automatic,2,1954.4,15.1,300000.0
Volkswagen,Taigun,2014,149625,Diesel,Manual,2,996.0,18.1,91000.0
Mahindra,Scorpio-N,2012,181761,Diesel,Manual,4,2102.0,15.6,85000.0
Mahindra,XUV300,2018,104468,Diesel,Manual,2,1256.3,15.3,182000.0
Kia,Seltos,2022,48280,Petrol,Manual,2,1479.2,15.0,484000.0
Volkswagen,Vento,2022,59754,Diesel,Automatic,2,968.7,17.4,353000.0
Toyota,Innova Crysta,2012,175020,Diesel,Manual,3,2416.6,14.8,100000.0
Ford,Figo,2017,124076,Petrol,Manual,3,1232.8,19.6,61000.0
Volkswagen,Vento,2021,60259,Petrol,Manual,1,969.3,17.2,274000.0
Mahindra,Bolero,2023,42879,Petrol,Manual,1,1440.0,16.0,393000.0
BMW,X1,2023,36879,CNG,Automatic,1,2075.4,16.4,1804000.0
Kia,Carens,2024,26421,Petrol,Manual,2,1569.5,17.5,652000.0
Audi,Q5,2019,90271,Diesel,Manual,3,1902.9,12.8,1049000.0
Audi,Q5,2013,158061,Petrol,Automatic,2,2014.3,13.6,335000.0
Audi,A6,2013,161418,CNG,Manual,2,1918.4,12.8,289000.0
Hyundai,Verna,2020,80926,Petrol,Manual,3,1433.0,17.8,243000.0
Volkswagen,Taigun,2013,170552,CNG,Automatic,2,1012.1,19.0,81000.0
BMW,5 Series,2013,152070,Petrol,Automatic,2,2013.7,16.5,385000.0
Maruti,Brezza,2020,79448,Petrol,Automatic,2,1472.0,17.1,295000.0
Honda,Civic,2023,47274,Petrol,Manual,2,1867.3,17.8,757000.0
Maruti,Alto,2017,121593,Diesel,Manual,4,784.0,20.9,41000.0
Ford,Figo,2021,57661,Diesel,Manual,2,1137.3,18.0,178000.0
Toyota,Glanza,2016,134473,Petrol,Manual,2,1152.8,22.0,73000.0
Mahindra,Bolero,2022,46441,Diesel,Manual,1,1419.3,16.0,362000.0
Mahindra,Bolero,2021,70124,Petrol,Manual,1,1511.8,16.2,278000.0
Honda,Amaze,2011,185984,Petrol,Manual,3,1208.2,20.1,40000.0
Honda,WR-V,2013,148724,Petrol,Manual,1,1450.2,18.5,60000.0
Audi,A4,2023,47710,Diesel,Manual,1,1901.0,16.0,1761000.0
Audi,Q5,2012,167247,Diesel,Manual,2,2017.5,14.2,307000.0
Honda,City,2014,136495,Diesel,Automatic,3,1555.8,18.9,92000.0
Kia,Seltos,2025,19781,Petrol,Manual,1,1422.3,17.8,833000.0
Toyota,Urban Cruiser,2023,33627,Diesel,Manual,1,1500.0,18.0,507000.0
Ford,Figo,2018,88677,Diesel,Manual,1,1173.5,16.9,101000.0
Audi,A4,2020,65849,Diesel,Manual,1,1946.7,17.1,1126000.0
Tata,Safari,2016,112657,Petrol,Automatic,4,1930.6,16.9,229000.0
Ford,Endeavour,2011,179937,Diesel,Manual,1,2053.5,13.4,145000.0
Honda,Civic,2012,180921,Diesel,Manual,3,1863.3,17.4,78000.0
BMW,5 Series,2017,108304,Diesel,Manual,1,2031.8,14.7,809000.0
Hyundai,Venue,2013,154344,Diesel,Manual,4,1035.1,17.4,52000.0
Ford,EcoSport,2023,40126,Diesel,Automatic,1,1458.9,17.1,474000.0
BMW,X1,2021,69313,Diesel,Manual,1,1956.7,16.2,1237000.0
Honda,Civic,2025,24826,Petrol,Automatic,1,1834.4,16.0,1319000.0
BMW,X5,2017,100579,Petrol,Manual,2,3101.5,10.6,1040000.0
Audi,A6,2018,108182,Electric,Manual,4,2065.6,13.3,619000.0
Audi,A4,2012,171866,Petrol,Manual,2,1897.3,17.0,195000.0
Tata,Nexon,2018,90924,Petrol,Manual,2,1237.1,18.3,182000.0
Maruti,Dzire,2011,186618,Diesel,Manual,3,1168.2,20.9,40000.0
Tata,Nexon,2015,141336,Diesel,Manual,2,1200.6,16.3,97000.0
Mahindra,Scorpio-N,2024,31986,Petrol,Automatic,1,2127.7,13.3,1168000.0
Maruti,Ertiga,2020,82043,Petrol,Manual,3,1422.9,17.3,212000.0
BMW,3 Series,2023,40250,Diesel,Automatic,1,2073.4,17.0,2373000.0
Kia,Sonet,2020,70432,Petrol,Automatic,1,1204.5,17.6,301000.0
Toyota,Fortuner,2011,177197,Petrol,Manual,1,2842.8,9.7,168000.0
Mahindra,Thar,2016,135428,Petrol,Manual,1,2115.7,15.4,171000.0
Honda,Amaze,2024,32088,Diesel,Automatic,1,1239.8,18.0,569000.0
Kia,Seltos,2016,124603,Petrol,Manual,3,1440.5,16.9,125000.0
Hyundai,Creta,2012,176880,Petrol,Manual,4,1459.1,18.2,53000.0
Mahindra,XUV700,2022,49257,Diesel,Automatic,3,2253.8,16.2,712000.0
Ford,Figo,2012,161891,Petrol,Manual,2,1154.3,17.8,40000.0
Mahindra,Thar,2014,136197,Diesel,Manual,2,2248.0,14.4,120000.0
Ford,Endeavour,2023,37937,Petrol,Manual,2,1924.4,13.1,1233000.0
Ford,Endeavour,2017,112010,Petrol,Manual,3,2021.7,12.7,365000.0
Audi,Q3,2017,115231,Diesel,Manual,2,1947.0,16.2,457000.0
Ford,Endeavour,2012,179894,Diesel,Manual,1,1981.2,13.6,179000.0
Honda,Civic,2022,65870,Petrol,Automatic,1,1793.4,17.5,665000.0
Toyota,Fortuner,2017,119625,Petrol,Manual,2,2637.2,10.2,458000.0
Audi,A4,2021,53569,Petrol,Manual,2,1963.6,16.5,1224000.0
Toyota,Innova Crysta,2011,186775,Petrol,Automatic,1,2450.8,15.2,108000.0
BMW,5 Series,2023,43952,Petrol,Manual,1,2076.0,14.3,2329000.0
Volkswagen,Taigun,2021,69858,Petrol,Manual,1,970.7,19.4,373000.0
Kia,Seltos,2020,79379,Petrol,Manual,1,1558.3,16.7,357000.0
Maruti,Wagon R,2013,160186,Petrol,Automatic,2,1027.3,23.7,40000.0
Toyota,Urban Cruiser,2018,98338,Petrol,Manual,2,1454.7,19.6,165000.0
Toyota,Urban Cruiser,2017,121749,Diesel,Manual,1,1431.6,19.6,149000.0
Honda,Civic,2014,141926,Diesel,Manual,3,1754.4,16.3,114000.0
Toyota,Urban Cruiser,2012,152292,Petrol,Manual,2,1445.6,17.3,55000.0
Toyota,Glanza,2024,41149,Diesel,Automatic,1,1178.0,23.0,433000.0
Toyota,Fortuner,2012,178267,Petrol,Automatic,2,2725.7,9.9,202000.0
Mahindra,XUV300,2021,75998,Petrol,Automatic,2,1231.6,15.7,306000.0
Mahindra,Thar,2020,68225,Petrol,Manual,1,2262.2,15.7,420000.0
Ford,Endeavour,2020,77394,Petrol,Manual,2,1920.4,11.9,728000.0
Ford,Endeavour,2023,47150,Diesel,Automatic,1,2012.5,11.5,1532000.0
Kia,Sonet,2016,129544,Diesel,Manual,2,1200.4,17.8,108000.0
Kia,Seltos,2014,140602,Petrol,Automatic,2,1498.0,17.7,115000.0
Mahindra,Bolero,2022,57406,CNG,Manual,1,1528.4,14.5,325000.0
Kia,Carens,2024,27442,Petrol,Manual,1,1494.8,15.1,727000.0
BMW,5 Series,2015,134259,Petrol,Automatic,3,1989.4,16.6,470000.0
Kia,Sonet,2019,74875,Diesel,Manual,1,1151.4,16.7,215000.0
Ford,EcoSport,2025,16367,Diesel,Manual,1,1427.2,15.7,653000.0
Mahindra,XUV700,2024,24367,Petrol,Manual,1,2125.3,14.7,1177000.0
Hyundai,Verna,2020,79244,Diesel,Manual,2,1490.4,18.5,298000.0
Mahindra,Thar,2022,61128,CNG,Manual,1,2274.2,15.5,561000.0
Honda,City,2013,162540,Petrol,Manual,1,1567.5,17.4,79000.0
Hyundai,Grand i10,2017,122158,CNG,Manual,1,1206.8,21.8,79000.0
Tata,Punch,2015,141904,Petrol,Manual,3,1196.2,19.5,61000.0
Honda,WR-V,2025,10108,Petrol,Automatic,1,1456.9,17.9,656000.0
Tata,Punch,2023,50355,Petrol,Automatic,1,1257.2,20.2,414000.0
Kia,Seltos,2022,51459,Petrol,Automatic,2,1435.1,16.6,559000.0
Mahindra,XUV300,2018,99145,Petrol,Automatic,1,1188.5,17.4,196000.0
Audi,Q5,2015,126390,CNG,Manual,3,2031.3,12.2,430000.0
Honda,Amaze,2022,51939,Petrol,Manual,2,1215.8,19.9,310000.0
Audi,Q3,2012,170019,Diesel,Manual,2,1973.0,16.6,173000.0
Toyota,Innova Crysta,2012,162828,Petrol,Manual,1,2412.9,16.3,101000.0
Maruti,Alto,2016,124212,Diesel,Manual,1,802.8,21.0,48000.0
BMW,X1,2024,28113,Electric,Manual,1,2076.8,17.0,2064000.0
Volkswagen,Vento,2022,49894,Petrol,Automatic,2,1035.3,19.3,359000.0
Ford,EcoSport,2018,106001,Petrol,Manual,1,1544.3,15.3,154000.0
Maruti,Baleno,2015,140033,Diesel,Manual,1,1152.6,21.4,69000.0
Ford,EcoSport,2022,51430,Diesel,Manual,1,1470.5,14.5,365000.0
Kia,Sonet,2021,59630,Electric,Manual,1,1223.4,17.6,298000.0
Tata,Nexon,2019,86192,CNG,Manual,1,1206.4,15.7,215000.0
Volkswagen,Polo,2014,138793,Petrol,Manual,3,1038.4,17.6,46000.0
BMW,5 Series,2017,113532,Diesel,Manual,2,1962.9,16.9,790000.0
Maruti,Swift,2023,35943,Petrol,Manual,1,1155.6,21.7,257000.0
Ford,EcoSport,2012,171722,Diesel,Automatic,1,1542.5,17.3,55000.0
Kia,Sonet,2021,68440,Petrol,Manual,1,1191.0,19.1,313000.0
Ford,Endeavour,2015,136388,Petrol,Manual,1,2029.5,11.5,305000.0
Volkswagen,Taigun,2017,111819,Petrol,Manual,2,1027.1,18.0,176000.0
Mahindra,Scorpio-N,2013,171110,Petrol,Automatic,1,2106.2,13.6,124000.0
Mahindra,XUV700,2024,21028,Petrol,Automatic,1,2265.4,14.2,1237000.0
Hyundai,Venue,2012,169859,Diesel,Automatic,1,1007.9,18.4,63000.0
Toyota,Glanza,2014,144126,Petrol,Automatic,1,1157.9,21.3,61000.0
Mahindra,XUV300,2025,4412,Petrol,Manual,1,1160.2,16.4,770000.0
Hyundai,Verna,2020,67231,Petrol,Manual,2,1482.8,16.8,300000.0
Volkswagen,Taigun,2017,109338,Diesel,Automatic,1,1033.1,16.4,229000.0
Hyundai,Creta,2013,162485,Petrol,Automatic,1,1452.0,16.5,97000.0
BMW,5 Series,2014,151046,Petrol,Automatic,3,1899.6,15.5,374000.0
Mahindra,XUV300,2018,97099,CNG,Automatic,1,1145.3,16.4,189000.0
Audi,Q5,2023,41813,Petrol,Automatic,1,1896.9,13.9,2629000.0
Toyota,Fortuner,2014,149845,Petrol,Automatic,2,2655.0,10.7,282000.0
